EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC 295: Prochazka vs. Pereira,Nazim Sadykhov vs. Viacheslav Borshchev,Round 1,Viacheslav Borshchev,0,58 of 79,73%,58 of 79,0 of 0,---,0,0,0:00,27 of 46,14 of 15,17 of 18,58 of 79,0 of 0,0 of 0
UFC 295: Prochazka vs. Pereira,Nazim Sadykhov vs. Viacheslav Borshchev,Round 2,Viacheslav Borshchev,0,29 of 60,48%,30 of 61,0 of 0,---,0,0,0:10,16 of 46,7 of 7,6 of 7,27 of 58,2 of 2,0 of 0
UFC 295: Prochazka vs. Pereira,Nazim Sadykhov vs. Viacheslav Borshchev,Round 3,Viacheslav Borshchev,0,56 of 102,54%,56 of 102,0 of 0,---,0,0,0:00,44 of 86,9 of 12,3 of 4,56 of 102,0 of 0,0 of 0
UFC 295: Prochazka vs. Pereira,Jared Gordon vs. Mark Madsen,Round 1,Jared Gordon,1,36 of 66,54%,54 of 87,0 of 0,---,0,0,0:19,27 of 57,5 of 5,4 of 4,22 of 51,10 of 11,4 of 4
UFC 295: Prochazka vs. Pereira,Jared Gordon vs. Mark Madsen,Round 1,Mark Madsen,0,35 of 57,61%,46 of 69,0 of 0,---,0,0,1:04,23 of 44,12 of 13,0 of 0,16 of 37,19 of 20,0 of 0
UFC 295: Prochazka vs. Pereira,John Castaneda vs. Kyung Ho Kang,Round 1,John Castaneda,0,33 of 51,64%,33 of 51,0 of 0,---,0,0,0:00,6 of 18,10 of 13,17 of 20,33 of 51,0 of 0,0 of 0
UFC 295: Prochazka vs. Pereira,John Castaneda vs. Kyung Ho Kang,Round 2,John Castaneda,0,38 of 64,59%,39 of 65,1 of 3,33%,0,0,0:55,21 of 44,10 of 13,7 of 7,37 of 63,1 of 1,0 of 0
UFC 295: Prochazka vs. Pereira,John Castaneda vs. Kyung Ho Kang,Round 3,John Castaneda,0,40 of 64,62%,47 of 71,2 of 5,40%,0,0,1:23,20 of 41,10 of 13,10 of 10,39 of 62,1 of 2,0 of 0
UFC 295: Prochazka vs. Pereira,John Castaneda vs. Kyung Ho Kang,Round 1,Kyung Ho Kang,0,18 of 40,45%,18 of 40,0 of 0,---,0,0,0:00,12 of 33,5 of 5,1 of 2,18 of 40,0 of 0,0 of 0
UFC 295: Prochazka vs. Pereira,John Castaneda vs. Kyung Ho Kang,Round 2,Kyung Ho Kang,0,30 of 81,37%,30 of 82,0 of 0,---,0,0,0:00,18 of 67,6 of 8,6 of 6,28 of 79,2 of 2,0 of 0
UFC 295: Prochazka vs. Pereira,John Castaneda vs. Kyung Ho Kang,Round 3,Kyung Ho Kang,0,40 of 81,49%,40 of 81,0 of 0,---,0,0,0:00,29 of 70,6 of 6,5 of 5,36 of 75,4 of 6,0 of 0
UFC 295: Prochazka vs. Pereira,Joshua Van vs. Kevin Borjas,Round 1,Joshua Van,0,20 of 42,47%,20 of 42,0 of 0,---,0,0,0:01,9 of 27,5 of 8,6 of 7,17 of 38,3 of 4,0 of 0
UFC 295: Prochazka vs. Pereira,Joshua Van vs. Kevin Borjas,Round 2,Joshua Van,0,77 of 144,53%,77 of 144,0 of 0,---,0,0,0:00,46 of 110,27 of 30,4 of 4,77 of 143,0 of 1,0 of 0
UFC 295: Prochazka vs. Pereira,Joshua Van vs. Kevin Borjas,Round 3,Joshua Van,0,59 of 114,51%,68 of 125,2 of 4,50%,0,0,1:02,37 of 90,17 of 19,5 of 5,59 of 114,0 of 0,0 of 0
UFC 295: Prochazka vs. Pereira,Joshua Van vs. Kevin Borjas,Round 1,Kevin Borjas,0,23 of 58,39%,24 of 59,0 of 1,0%,0,0,0:13,14 of 45,1 of 3,8 of 10,23 of 57,0 of 1,0 of 0
UFC 295: Prochazka vs. Pereira,Joshua Van vs. Kevin Borjas,Round 2,Kevin Borjas,0,27 of 74,36%,27 of 74,0 of 1,0%,0,0,0:00,23 of 68,3 of 4,1 of 2,27 of 74,0 of 0,0 of 0
UFC 295: Prochazka vs. Pereira,Joshua Van vs. Kevin Borjas,Round 3,Kevin Borjas,0,25 of 65,38%,27 of 67,0 of 1,0%,0,1,0:08,17 of 57,5 of 5,3 of 3,23 of 62,1 of 1,1 of 2
UFC 295: Prochazka vs. Pereira,Dennis Buzukja vs. Jamall Emmers,Round 1,Dennis Buzukja,0,3 of 7,42%,3 of 7,0 of 0,---,0,0,0:00,0 of 4,1 of 1,2 of 2,3 of 7,0 of 0,0 of 0
UFC 295: Prochazka vs. Pereira,Dennis Buzukja vs. Jamall Emmers,Round 1,Jamall Emmers,1,14 of 20,70%,14 of 20,0 of 0,---,0,0,0:03,8 of 12,2 of 4,4 of 4,10 of 14,0 of 0,4 of 6
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 1,Jailton Almeida,0,11 of 15,73%,16 of 21,1 of 2,50%,2,0,4:36,8 of 12,3 of 3,0 of 0,3 of 3,0 of 0,8 of 12
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 2,Jailton Almeida,0,6 of 8,75%,16 of 18,1 of 1,100%,2,0,4:19,6 of 7,0 of 0,0 of 1,0 of 1,0 of 0,6 of 7
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 3,Jailton Almeida,0,19 of 29,65%,33 of 45,1 of 3,33%,0,1,3:57,18 of 28,1 of 1,0 of 0,0 of 0,3 of 8,16 of 21
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 4,Jailton Almeida,0,2 of 2,100%,28 of 37,1 of 2,50%,0,0,4:23,0 of 0,1 of 1,1 of 1,2 of 2,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 5,Jailton Almeida,0,0 of 2,0%,27 of 32,2 of 7,28%,0,0,3:55,0 of 1,0 of 0,0 of 1,0 of 1,0 of 0,0 of 1
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 1,Derrick Lewis,0,6 of 11,54%,7 of 14,0 of 0,---,0,0,0:00,4 of 7,2 of 4,0 of 0,0 of 1,0 of 0,6 of 10
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 2,Derrick Lewis,0,1 of 2,50%,3 of 6,0 of 0,---,0,0,0:00,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 3,Derrick Lewis,0,5 of 15,33%,6 of 17,0 of 1,0%,0,0,0:33,4 of 13,1 of 2,0 of 0,0 of 3,0 of 0,5 of 12
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 4,Derrick Lewis,0,2 of 2,100%,6 of 8,0 of 0,---,0,0,0:00,2 of 2,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida vs. Derrick Lewis,Round 5,Derrick Lewis,0,6 of 9,66%,6 of 9,0 of 1,0%,0,0,0:24,6 of 9,0 of 0,0 of 0,0 of 3,1 of 1,5 of 5
UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim vs. Nicolas Dalby,Round 1,Gabriel Bonfim,0,30 of 60,50%,35 of 68,1 of 1,100%,0,0,2:32,18 of 47,3 of 3,9 of 10,26 of 48,0 of 1,4 of 11
UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim vs. Nicolas Dalby,Round 2,Gabriel Bonfim,0,9 of 31,29%,12 of 35,2 of 4,50%,1,0,1:47,9 of 30,0 of 1,0 of 0,6 of 23,3 of 8,0 of 0
UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim vs. Nicolas Dalby,Round 1,Nicolas Dalby,0,16 of 47,34%,22 of 55,0 of 1,0%,0,0,0:21,11 of 41,1 of 1,4 of 5,15 of 45,1 of 2,0 of 0
UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim vs. Nicolas Dalby,Round 2,Nicolas Dalby,1,37 of 66,56%,42 of 73,0 of 0,---,0,0,1:06,30 of 55,6 of 10,1 of 1,10 of 31,24 of 31,3 of 4
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Round 1,Rodrigo Nascimento,0,33 of 69,47%,41 of 79,0 of 2,0%,0,0,0:33,28 of 64,2 of 2,3 of 3,30 of 61,3 of 8,0 of 0
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Round 2,Rodrigo Nascimento,0,20 of 40,50%,30 of 53,0 of 1,0%,0,0,1:48,13 of 33,3 of 3,4 of 4,15 of 33,5 of 7,0 of 0
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Round 3,Rodrigo Nascimento,0,17 of 45,37%,20 of 48,0 of 0,---,0,0,0:00,10 of 35,4 of 6,3 of 4,13 of 40,4 of 5,0 of 0
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Round 1,Don'Tale Mayes,0,28 of 60,46%,35 of 71,0 of 0,---,0,0,0:21,14 of 36,10 of 18,4 of 6,21 of 50,7 of 10,0 of 0
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Round 2,Don'Tale Mayes,0,23 of 50,46%,36 of 64,0 of 0,---,0,0,0:00,13 of 36,9 of 13,1 of 1,12 of 37,11 of 13,0 of 0
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento vs. Don'Tale Mayes,Round 3,Don'Tale Mayes,0,28 of 49,57%,34 of 55,0 of 1,0%,0,0,0:18,12 of 31,11 of 13,5 of 5,22 of 41,6 of 8,0 of 0
UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Round 1,Caio Borralho,0,11 of 25,44%,11 of 25,0 of 1,0%,0,0,0:00,5 of 15,1 of 1,5 of 9,11 of 25,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Round 2,Caio Borralho,0,21 of 42,50%,21 of 42,0 of 0,---,0,0,0:00,13 of 29,6 of 8,2 of 5,21 of 42,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Round 3,Caio Borralho,1,19 of 36,52%,38 of 59,0 of 0,---,0,0,2:17,15 of 29,4 of 6,0 of 1,18 of 35,0 of 0,1 of 1
UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Round 1,Abus Magomedov,0,7 of 33,21%,7 of 33,0 of 0,---,0,0,0:00,5 of 24,1 of 4,1 of 5,7 of 33,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Round 2,Abus Magomedov,0,20 of 49,40%,20 of 49,0 of 0,---,0,0,0:00,8 of 33,9 of 13,3 of 3,20 of 49,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Caio Borralho vs. Abus Magomedov,Round 3,Abus Magomedov,0,11 of 25,44%,12 of 28,0 of 0,---,0,0,0:00,6 of 17,4 of 7,1 of 1,11 of 25,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Elves Brener vs. Kaynan Kruschewsky,Round 1,Elves Brener,1,16 of 33,48%,16 of 33,0 of 0,---,0,0,0:03,6 of 20,2 of 3,8 of 10,16 of 33,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Elves Brener vs. Kaynan Kruschewsky,Round 1,Kaynan Kruschewsky,0,8 of 31,25%,8 of 31,0 of 0,---,0,0,0:00,6 of 25,2 of 6,0 of 0,8 of 31,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Round 1,Rinat Fakhretdinov,1,37 of 61,60%,47 of 75,0 of 0,---,0,0,2:43,17 of 40,5 of 6,15 of 15,21 of 39,1 of 1,15 of 21
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Round 2,Rinat Fakhretdinov,0,27 of 73,36%,32 of 78,1 of 4,25%,0,0,1:13,15 of 57,3 of 7,9 of 9,24 of 70,3 of 3,0 of 0
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Round 3,Rinat Fakhretdinov,0,23 of 52,44%,30 of 63,0 of 5,0%,0,1,0:29,18 of 47,3 of 3,2 of 2,20 of 47,3 of 4,0 of 1
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Round 1,Elizeu Zaleski dos Santos,0,10 of 34,29%,14 of 39,0 of 0,---,0,0,0:00,5 of 25,2 of 5,3 of 4,10 of 34,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Round 2,Elizeu Zaleski dos Santos,0,22 of 50,44%,25 of 53,0 of 0,---,0,0,0:00,12 of 38,6 of 8,4 of 4,19 of 46,0 of 1,3 of 3
UFC Fight Night: Almeida vs. Lewis,Rinat Fakhretdinov vs. Elizeu Zaleski dos Santos,Round 3,Elizeu Zaleski dos Santos,0,43 of 68,63%,76 of 119,0 of 1,0%,1,0,1:24,30 of 50,9 of 13,4 of 5,28 of 49,2 of 2,13 of 17
UFC Fight Night: Almeida vs. Lewis,Vitor Petrino vs. Modestas Bukauskas,Round 1,Vitor Petrino,0,6 of 21,28%,12 of 29,1 of 2,50%,0,0,2:18,4 of 18,2 of 3,0 of 0,5 of 16,0 of 0,1 of 5
UFC Fight Night: Almeida vs. Lewis,Vitor Petrino vs. Modestas Bukauskas,Round 2,Vitor Petrino,1,2 of 5,40%,2 of 5,0 of 0,---,0,0,0:00,2 of 5,0 of 0,0 of 0,2 of 5,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Vitor Petrino vs. Modestas Bukauskas,Round 1,Modestas Bukauskas,0,5 of 12,41%,8 of 16,0 of 0,---,0,0,0:00,1 of 7,0 of 0,4 of 5,5 of 12,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Vitor Petrino vs. Modestas Bukauskas,Round 2,Modestas Bukauskas,0,4 of 7,57%,4 of 7,0 of 0,---,0,0,0:00,4 of 7,0 of 0,0 of 0,4 of 7,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Angela Hill vs. Denise Gomes,Round 1,Angela Hill,0,16 of 26,61%,23 of 36,1 of 2,50%,0,1,2:42,7 of 16,9 of 10,0 of 0,5 of 9,9 of 13,2 of 4
UFC Fight Night: Almeida vs. Lewis,Angela Hill vs. Denise Gomes,Round 2,Angela Hill,0,37 of 53,69%,42 of 62,1 of 3,33%,0,0,1:23,17 of 32,18 of 19,2 of 2,25 of 36,12 of 17,0 of 0
UFC Fight Night: Almeida vs. Lewis,Angela Hill vs. Denise Gomes,Round 3,Angela Hill,0,23 of 41,56%,31 of 55,3 of 4,75%,0,0,3:58,13 of 28,10 of 13,0 of 0,10 of 23,12 of 14,1 of 4
UFC Fight Night: Almeida vs. Lewis,Angela Hill vs. Denise Gomes,Round 1,Denise Gomes,0,23 of 32,71%,48 of 70,1 of 3,33%,0,0,1:01,12 of 19,9 of 11,2 of 2,9 of 13,13 of 18,1 of 1
UFC Fight Night: Almeida vs. Lewis,Angela Hill vs. Denise Gomes,Round 2,Denise Gomes,0,33 of 71,46%,46 of 86,0 of 0,---,0,0,0:00,14 of 47,13 of 17,6 of 7,21 of 58,12 of 13,0 of 0
UFC Fight Night: Almeida vs. Lewis,Angela Hill vs. Denise Gomes,Round 3,Denise Gomes,0,6 of 30,20%,17 of 47,0 of 0,---,0,1,0:02,3 of 25,3 of 5,0 of 0,4 of 26,2 of 4,0 of 0
UFC Fight Night: Almeida vs. Lewis,Eduarda Moura vs. Montserrat Conejo Ruiz,Round 1,Eduarda Moura,0,32 of 40,80%,70 of 92,2 of 2,100%,0,0,4:23,32 of 40,0 of 0,0 of 0,1 of 5,0 of 0,31 of 35
UFC Fight Night: Almeida vs. Lewis,Eduarda Moura vs. Montserrat Conejo Ruiz,Round 2,Eduarda Moura,0,25 of 37,67%,32 of 47,1 of 1,100%,0,0,1:34,23 of 35,2 of 2,0 of 0,4 of 7,1 of 1,20 of 29
UFC Fight Night: Almeida vs. Lewis,Eduarda Moura vs. Montserrat Conejo Ruiz,Round 1,Montserrat Conejo Ruiz,0,3 of 12,25%,7 of 18,0 of 0,---,0,0,0:02,0 of 9,0 of 0,3 of 3,3 of 12,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Eduarda Moura vs. Montserrat Conejo Ruiz,Round 2,Montserrat Conejo Ruiz,0,2 of 10,20%,2 of 11,0 of 0,---,0,0,0:00,0 of 6,0 of 2,2 of 2,2 of 10,0 of 0,0 of 0
UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Round 1,Kaue Fernandes,0,6 of 13,46%,17 of 25,1 of 1,100%,0,0,1:00,2 of 6,2 of 5,2 of 2,5 of 11,1 of 2,0 of 0
UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Round 2,Kaue Fernandes,0,10 of 19,52%,20 of 31,0 of 0,---,0,0,0:08,2 of 9,5 of 7,3 of 3,9 of 18,1 of 1,0 of 0
UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Round 3,Kaue Fernandes,0,7 of 10,70%,30 of 36,0 of 0,---,0,0,0:19,2 of 5,1 of 1,4 of 4,7 of 9,0 of 1,0 of 0
UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Round 1,Marc Diakiese,0,4 of 10,40%,14 of 21,1 of 1,100%,0,1,2:33,3 of 7,1 of 3,0 of 0,1 of 5,0 of 0,3 of 5
UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Round 2,Marc Diakiese,0,4 of 12,33%,16 of 29,1 of 4,25%,0,0,2:50,4 of 10,0 of 1,0 of 1,3 of 9,1 of 3,0 of 0
UFC Fight Night: Almeida vs. Lewis,Kaue Fernandes vs. Marc Diakiese,Round 3,Marc Diakiese,0,5 of 10,50%,35 of 42,1 of 3,33%,0,0,3:15,4 of 9,1 of 1,0 of 0,3 of 4,1 of 1,1 of 5
UFC 294: Makhachev vs. Volkanovski 2,Islam Makhachev vs. Alexander Volkanovski,Round 1,Islam Makhachev,1,24 of 29,82%,39 of 46,0 of 1,0%,0,0,0:19,13 of 16,9 of 11,2 of 2,7 of 11,8 of 9,9 of 9
UFC 294: Makhachev vs. Volkanovski 2,Islam Makhachev vs. Alexander Volkanovski,Round 1,Alexander Volkanovski,0,4 of 6,66%,11 of 18,0 of 0,---,0,0,0:49,0 of 1,1 of 1,3 of 4,3 of 5,1 of 1,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Kamaru Usman vs. Khamzat Chimaev,Round 1,Kamaru Usman,0,3 of 3,100%,5 of 7,0 of 0,---,0,0,0:04,2 of 2,1 of 1,0 of 0,1 of 1,1 of 1,1 of 1
UFC 294: Makhachev vs. Volkanovski 2,Kamaru Usman vs. Khamzat Chimaev,Round 2,Kamaru Usman,0,11 of 18,61%,12 of 19,0 of 0,---,0,0,0:00,5 of 9,3 of 5,3 of 4,11 of 18,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Kamaru Usman vs. Khamzat Chimaev,Round 3,Kamaru Usman,0,22 of 45,48%,41 of 66,0 of 1,0%,0,0,0:00,20 of 41,2 of 4,0 of 0,21 of 44,0 of 0,1 of 1
UFC 294: Makhachev vs. Volkanovski 2,Kamaru Usman vs. Khamzat Chimaev,Round 1,Khamzat Chimaev,0,16 of 17,94%,61 of 66,2 of 7,28%,1,0,4:35,15 of 16,1 of 1,0 of 0,1 of 1,0 of 0,15 of 16
UFC 294: Makhachev vs. Volkanovski 2,Kamaru Usman vs. Khamzat Chimaev,Round 2,Khamzat Chimaev,0,9 of 20,45%,12 of 23,1 of 1,100%,0,0,0:41,3 of 10,2 of 6,4 of 4,9 of 20,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Kamaru Usman vs. Khamzat Chimaev,Round 3,Khamzat Chimaev,0,13 of 33,39%,34 of 54,1 of 4,25%,0,0,2:00,9 of 27,0 of 2,4 of 4,12 of 32,0 of 0,1 of 1
UFC 294: Makhachev vs. Volkanovski 2,Magomed Ankalaev vs. Johnny Walker,Round 1,Magomed Ankalaev,0,13 of 19,68%,16 of 23,1 of 1,100%,0,0,1:06,7 of 13,3 of 3,3 of 3,7 of 11,1 of 1,5 of 7
UFC 294: Makhachev vs. Volkanovski 2,Magomed Ankalaev vs. Johnny Walker,Round 1,Johnny Walker,0,14 of 27,51%,17 of 30,0 of 0,---,0,0,0:00,4 of 15,1 of 2,9 of 10,14 of 27,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Ikram Aliskerov vs. Warlley Alves,Round 1,Ikram Aliskerov,1,26 of 36,72%,26 of 36,0 of 0,---,0,0,0:00,20 of 29,6 of 6,0 of 1,26 of 36,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Ikram Aliskerov vs. Warlley Alves,Round 1,Warlley Alves,0,12 of 16,75%,12 of 16,0 of 0,---,0,0,0:00,3 of 6,1 of 1,8 of 9,12 of 16,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Said Nurmagomedov vs. Muin Gafurov,Round 1,Said Nurmagomedov,0,5 of 11,45%,5 of 11,0 of 0,---,1,0,0:03,2 of 7,2 of 2,1 of 2,5 of 11,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Said Nurmagomedov vs. Muin Gafurov,Round 1,Muin Gafurov,0,1 of 3,33%,1 of 3,0 of 1,0%,0,0,0:07,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Tim Elliott vs. Muhammad Mokaev,Round 1,Tim Elliott,0,20 of 31,64%,34 of 46,1 of 1,100%,0,0,1:40,10 of 19,9 of 11,1 of 1,14 of 25,4 of 4,2 of 2
UFC 294: Makhachev vs. Volkanovski 2,Tim Elliott vs. Muhammad Mokaev,Round 2,Tim Elliott,0,6 of 6,100%,33 of 35,0 of 0,---,2,0,0:00,6 of 6,0 of 0,0 of 0,0 of 0,0 of 0,6 of 6
UFC 294: Makhachev vs. Volkanovski 2,Tim Elliott vs. Muhammad Mokaev,Round 3,Tim Elliott,0,4 of 6,66%,4 of 6,0 of 0,---,0,0,0:43,3 of 5,1 of 1,0 of 0,0 of 2,4 of 4,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Tim Elliott vs. Muhammad Mokaev,Round 1,Muhammad Mokaev,0,10 of 28,35%,40 of 58,1 of 3,33%,0,0,1:36,4 of 16,3 of 8,3 of 4,9 of 27,1 of 1,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Tim Elliott vs. Muhammad Mokaev,Round 2,Muhammad Mokaev,0,3 of 3,100%,60 of 65,1 of 1,100%,0,0,4:56,3 of 3,0 of 0,0 of 0,0 of 0,0 of 0,3 of 3
UFC 294: Makhachev vs. Volkanovski 2,Tim Elliott vs. Muhammad Mokaev,Round 3,Muhammad Mokaev,0,1 of 2,50%,18 of 23,1 of 2,50%,1,0,1:52,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mohammad Yahya vs. Trevor Peek,Round 1,Mohammad Yahya,0,8 of 13,61%,12 of 17,1 of 1,100%,1,0,0:18,5 of 10,2 of 2,1 of 1,8 of 13,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mohammad Yahya vs. Trevor Peek,Round 2,Mohammad Yahya,0,21 of 46,45%,21 of 46,0 of 0,---,0,0,0:00,16 of 35,5 of 11,0 of 0,20 of 45,1 of 1,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mohammad Yahya vs. Trevor Peek,Round 3,Mohammad Yahya,0,14 of 33,42%,14 of 33,0 of 0,---,0,0,0:06,7 of 25,7 of 8,0 of 0,13 of 32,1 of 1,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mohammad Yahya vs. Trevor Peek,Round 1,Trevor Peek,0,16 of 25,64%,25 of 34,1 of 3,33%,0,0,2:13,6 of 13,4 of 6,6 of 6,13 of 20,1 of 3,2 of 2
UFC 294: Makhachev vs. Volkanovski 2,Mohammad Yahya vs. Trevor Peek,Round 2,Trevor Peek,0,23 of 39,58%,23 of 39,0 of 0,---,0,0,0:13,12 of 26,6 of 8,5 of 5,21 of 36,2 of 3,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Mohammad Yahya vs. Trevor Peek,Round 3,Trevor Peek,0,22 of 33,66%,35 of 50,3 of 4,75%,0,0,2:44,14 of 22,6 of 9,2 of 2,16 of 27,3 of 3,3 of 3
UFC 294: Makhachev vs. Volkanovski 2,Javid Basharat vs. Victor Henry,Round 1,Javid Basharat,0,29 of 42,69%,32 of 45,1 of 4,25%,0,0,0:29,8 of 21,8 of 8,13 of 13,25 of 38,4 of 4,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Javid Basharat vs. Victor Henry,Round 2,Javid Basharat,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Javid Basharat vs. Victor Henry,Round 1,Victor Henry,0,25 of 36,69%,30 of 41,0 of 1,0%,0,0,0:14,3 of 10,6 of 6,16 of 20,23 of 34,2 of 2,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Javid Basharat vs. Victor Henry,Round 2,Victor Henry,0,0 of 0,---,0 of 0,0 of 0,---,0,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Abu Azaitar vs. Sedriques Dumas,Round 1,Abu Azaitar,0,5 of 9,55%,50 of 55,1 of 1,100%,0,0,0:09,4 of 8,0 of 0,1 of 1,2 of 3,0 of 2,3 of 4
UFC 294: Makhachev vs. Volkanovski 2,Abu Azaitar vs. Sedriques Dumas,Round 2,Abu Azaitar,0,20 of 50,40%,21 of 51,1 of 2,50%,0,0,0:23,13 of 39,4 of 7,3 of 4,14 of 42,2 of 2,4 of 6
UFC 294: Makhachev vs. Volkanovski 2,Abu Azaitar vs. Sedriques Dumas,Round 3,Abu Azaitar,0,16 of 47,34%,16 of 47,0 of 1,0%,0,0,0:00,4 of 31,9 of 11,3 of 5,15 of 45,1 of 2,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Abu Azaitar vs. Sedriques Dumas,Round 1,Sedriques Dumas,0,5 of 7,71%,43 of 45,1 of 1,100%,0,0,4:10,2 of 4,1 of 1,2 of 2,2 of 4,0 of 0,3 of 3
UFC 294: Makhachev vs. Volkanovski 2,Abu Azaitar vs. Sedriques Dumas,Round 2,Sedriques Dumas,0,14 of 29,48%,14 of 29,0 of 0,---,0,0,0:00,3 of 16,2 of 2,9 of 11,14 of 29,0 of 0,0 of 0
UFC 294: Makhachev vs. Volkanovski 2,Abu Azaitar vs. Sedriques Dumas,Round 3,Sedriques Dumas,0,15 of 43,34%,15 of 43,0 of 1,0%,0,0,0:00,6 of 25,2 of 8,7 of 10,15 of 43,0 of 0,0 of 0
